node_id,label,type
text::Béo phì không đặc hiệu,Béo phì không đặc hiệu,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH226,Đau lưng dưới vừa,disease
text::Đau lưng dưới vừa,Đau lưng dưới vừa,text
symptom::đau thắt lưng,đau thắt lưng,symptom
symptom::đau lan mông,đau lan mông,symptom
symptom::cứng lưng,cứng lưng,symptom
disease::BENH227,Đau đầu migraine nhẹ,disease
text::Đau đầu migraine nhẹ,Đau đầu migraine nhẹ,text
symptom::đau đầu một bên,đau đầu một bên,symptom
symptom::buồn nôn,buồn nôn,symptom
symptom::sợ ánh sáng,sợ ánh sáng,symptom
disease::BENH228,Thoái hóa khớp gối chưa rõ nguyên nhân mạn,disease
text::Thoái hóa khớp gối chưa rõ nguyên nhân mạn,Thoái hóa khớp gối chưa rõ nguyên nhân mạn,text
symptom::đau gối,đau gối,symptom
symptom::cứng khớp,cứng khớp,symptom
symptom::khó đi lại,khó đi lại,symptom
disease::BENH229,Rối loạn tập trung mạn,disease
text::Rối loạn tập trung mạn,Rối loạn tập trung mạn,text
symptom::khó tập trung,khó tập trung,symptom
symptom::hay quên,hay quên,symptom
symptom::mệt,mệt,symptom
disease::BENH230,Viêm thanh khí phế quản cấp,disease
text::Viêm thanh khí phế quản cấp,Viêm thanh khí phế quản cấp,text
symptom::ho ông ổng,ho ông ổng,symptom
symptom::khàn tiếng,khàn tiếng,symptom
symptom::khó thở,khó thở,symptom
disease::BENH231,Gan nhiễm mỡ nhẹ,disease
text::Gan nhiễm mỡ nhẹ,Gan nhiễm mỡ nhẹ,text
symptom::mệt,mệt,symptom
symptom::nặng tức hạ sườn phải,nặng tức hạ sườn phải,symptom
disease::BENH232,Rối loạn tuyến giáp không đặc hiệu,disease
text::Rối loạn tuyến giáp không đặc hiệu,Rối loạn tuyến giáp không đặc hiệu,text
symptom::mệt,mệt,symptom
symptom::sụt cân,sụt cân,symptom
symptom::hồi hộp,hồi hộp,symptom
symptom::run tay,run tay,symptom
disease::BENH233,Viêm niệu đạo mạn chưa rõ nguyên nhân,disease
text::Viêm niệu đạo mạn chưa rõ nguyên nhân,Viêm niệu đạo mạn chưa rõ nguyên nhân,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::ngứa niệu đạo,ngứa niệu đạo,symptom
disease::BENH234,Loãng xương không đặc hiệu,disease
text::Loãng xương không đặc hiệu,Loãng xương không đặc hiệu,text
symptom::đau lưng,đau lưng,symptom
symptom::giảm chiều cao,giảm chiều cao,symptom
symptom::dễ gãy xương,dễ gãy xương,symptom
disease::BENH235,Rối loạn tuyến giáp không đặc hiệu cấp,disease
text::Rối loạn tuyến giáp không đặc hiệu cấp,Rối loạn tuyến giáp không đặc hiệu cấp,text
symptom::mệt,mệt,symptom
symptom::sụt cân,sụt cân,symptom
symptom::hồi hộp,hồi hộp,symptom
symptom::run tay,run tay,symptom
disease::BENH236,Cảm cúm không đặc hiệu,disease
text::Cảm cúm không đặc hiệu,Cảm cúm không đặc hiệu,text
symptom::sốt,sốt,symptom
symptom::ho,ho,symptom
symptom::sổ mũi,sổ mũi,symptom
symptom::đau đầu,đau đầu,symptom
disease::BENH237,Nấm kẽ chưa rõ nguyên nhân,disease
text::Nấm kẽ chưa rõ nguyên nhân,Nấm kẽ chưa rõ nguyên nhân,text
symptom::ngứa,ngứa,symptom
symptom::hăm kẽ,hăm kẽ,symptom
symptom::đỏ da,đỏ da,symptom
disease::BENH238,Viêm nang lông không đặc hiệu,disease
text::Viêm nang lông không đặc hiệu,Viêm nang lông không đặc hiệu,text
symptom::mụn mủ nhỏ,mụn mủ nhỏ,symptom
symptom::ngứa,ngứa,symptom
symptom::đỏ da,đỏ da,symptom
disease::BENH239,Nấm kẽ tái phát chưa rõ nguyên nhân,disease
text::Nấm kẽ tái phát chưa rõ nguyên nhân,Nấm kẽ tái phát chưa rõ nguyên nhân,text
symptom::ngứa,ngứa,symptom
symptom::hăm kẽ,hăm kẽ,symptom
symptom::đỏ da,đỏ da,symptom
disease::BENH240,Nhiễm khuẩn tiết niệu nhẹ,disease
text::Nhiễm khuẩn tiết niệu nhẹ,Nhiễm khuẩn tiết niệu nhẹ,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH241,Viêm phổi cộng đồng cấp,disease
text::Viêm phổi cộng đồng cấp,Viêm phổi cộng đồng cấp,text
symptom::sốt,sốt,symptom
symptom::ho,ho,symptom
symptom::khó thở,khó thở,symptom
symptom::đau ngực,đau ngực,symptom
disease::BENH242,Rối loạn tiêu hóa tái phát nặng,disease
text::Rối loạn tiêu hóa tái phát nặng,Rối loạn tiêu hóa tái phát nặng,text
symptom::đau bụng,đau bụng,symptom
symptom::đầy hơi,đầy hơi,symptom
symptom::tiêu chảy,tiêu chảy,symptom
symptom::buồn nôn,buồn nôn,symptom
disease::BENH243,Viêm da tiếp xúc mạn chưa rõ nguyên nhân,disease
text::Viêm da tiếp xúc mạn chưa rõ nguyên nhân,Viêm da tiếp xúc mạn chưa rõ nguyên nhân,text
symptom::đỏ da,đỏ da,symptom
symptom::rát,rát,symptom
symptom::ngứa,ngứa,symptom
symptom::phồng rộp,phồng rộp,symptom
disease::BENH244,Viêm bao hoạt dịch cấp tái phát,disease
text::Viêm bao hoạt dịch cấp tái phát,Viêm bao hoạt dịch cấp tái phát,text
symptom::đau khớp,đau khớp,symptom
symptom::sưng nóng,sưng nóng,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
disease::BENH245,Viêm phổi cộng đồng mạn,disease
text::Viêm phổi cộng đồng mạn,Viêm phổi cộng đồng mạn,text
symptom::sốt,sốt,symptom
symptom::ho,ho,symptom
symptom::khó thở,khó thở,symptom
symptom::đau ngực,đau ngực,symptom
disease::BENH246,Nôn ói nặng cấp tái phát,disease
text::Nôn ói nặng cấp tái phát,Nôn ói nặng cấp tái phát,text
symptom::buồn nôn,buồn nôn,symptom
symptom::nôn,nôn,symptom
symptom::mệt,mệt,symptom
symptom::chóng mặt,chóng mặt,symptom
disease::BENH247,Nhiễm khuẩn tiết niệu nặng cấp nhẹ,disease
text::Nhiễm khuẩn tiết niệu nặng cấp nhẹ,Nhiễm khuẩn tiết niệu nặng cấp nhẹ,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH248,Viêm nha chu mạn,disease
text::Viêm nha chu mạn,Viêm nha chu mạn,text
symptom::chảy máu lợi,chảy máu lợi,symptom
symptom::hôi miệng,hôi miệng,symptom
symptom::lung lay răng,lung lay răng,symptom
disease::BENH249,Rối loạn tiêu hóa tái phát nặng nhẹ,disease
text::Rối loạn tiêu hóa tái phát nặng nhẹ,Rối loạn tiêu hóa tái phát nặng nhẹ,text
symptom::đau bụng,đau bụng,symptom
symptom::đầy hơi,đầy hơi,symptom
symptom::tiêu chảy,tiêu chảy,symptom
symptom::buồn nôn,buồn nôn,symptom
disease::BENH250,Viêm kết mạc nhẹ cấp,disease
text::Viêm kết mạc nhẹ cấp,Viêm kết mạc nhẹ cấp,text
symptom::đỏ mắt,đỏ mắt,symptom
symptom::ngứa mắt,ngứa mắt,symptom
symptom::chảy ghèn,chảy ghèn,symptom
disease::BENH251,Viêm thanh quản cấp chưa rõ nguyên nhân mạn,disease
text::Viêm thanh quản cấp chưa rõ nguyên nhân mạn,Viêm thanh quản cấp chưa rõ nguyên nhân mạn,text
symptom::khàn tiếng,khàn tiếng,symptom
symptom::ho,ho,symptom
symptom::đau họng,đau họng,symptom
disease::BENH252,Rối loạn lo âu nặng,disease
text::Rối loạn lo âu nặng,Rối loạn lo âu nặng,text
symptom::lo lắng,lo lắng,symptom
symptom::hồi hộp,hồi hộp,symptom
symptom::mất ngủ,mất ngủ,symptom
symptom::căng thẳng,căng thẳng,symptom
disease::BENH253,Nhiễm khuẩn tiết niệu nhẹ vừa,disease
text::Nhiễm khuẩn tiết niệu nhẹ vừa,Nhiễm khuẩn tiết niệu nhẹ vừa,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH254,Đau cổ nặng,disease
text::Đau cổ nặng,Đau cổ nặng,text
symptom::đau cổ,đau cổ,symptom
symptom::cứng cổ,cứng cổ,symptom
symptom::hạn chế xoay cổ,hạn chế xoay cổ,symptom
disease::BENH255,Viêm da dị ứng vừa,disease
text::Viêm da dị ứng vừa,Viêm da dị ứng vừa,text
symptom::ngứa da,ngứa da,symptom
symptom::mẩn đỏ,mẩn đỏ,symptom
symptom::khô da,khô da,symptom
symptom::rát da,rát da,symptom
disease::BENH256,Viêm thanh quản cấp tái phát,disease
text::Viêm thanh quản cấp tái phát,Viêm thanh quản cấp tái phát,text
symptom::khàn tiếng,khàn tiếng,symptom
symptom::ho,ho,symptom
symptom::đau họng,đau họng,symptom
disease::BENH257,Đái máu cấp chưa rõ nguyên nhân,disease
text::Đái máu cấp chưa rõ nguyên nhân,Đái máu cấp chưa rõ nguyên nhân,text
symptom::nước tiểu đỏ,nước tiểu đỏ,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::tiểu buốt,tiểu buốt,symptom
disease::BENH258,Vảy nến mạn vừa mạn,disease
text::Vảy nến mạn vừa mạn,Vảy nến mạn vừa mạn,text
symptom::mảng đỏ,mảng đỏ,symptom
symptom::vảy trắng,vảy trắng,symptom
symptom::ngứa,ngứa,symptom
disease::BENH259,Viêm mũi xoang chưa rõ nguyên nhân,disease
text::Viêm mũi xoang chưa rõ nguyên nhân,Viêm mũi xoang chưa rõ nguyên nhân,text
symptom::nghẹt mũi,nghẹt mũi,symptom
symptom::chảy mũi,chảy mũi,symptom
symptom::đau đầu,đau đầu,symptom
symptom::sốt,sốt,symptom
disease::BENH260,Đau vai gáy mạn,disease
text::Đau vai gáy mạn,Đau vai gáy mạn,text
symptom::đau cổ vai gáy,đau cổ vai gáy,symptom
symptom::cứng cổ,cứng cổ,symptom
symptom::tê tay,tê tay,symptom
disease::BENH261,Rối loạn giấc ngủ vừa,disease
text::Rối loạn giấc ngủ vừa,Rối loạn giấc ngủ vừa,text
symptom::khó ngủ,khó ngủ,symptom
symptom::ngủ không sâu,ngủ không sâu,symptom
symptom::thức giấc sớm,thức giấc sớm,symptom
disease::BENH262,Nấm kẽ nặng,disease
text::Nấm kẽ nặng,Nấm kẽ nặng,text
symptom::ngứa,ngứa,symptom
symptom::hăm kẽ,hăm kẽ,symptom
symptom::đỏ da,đỏ da,symptom
disease::BENH263,Khàn tiếng vừa mạn vừa,disease
text::Khàn tiếng vừa mạn vừa,Khàn tiếng vừa mạn vừa,text
symptom::nói khó,nói khó,symptom
symptom::giọng khàn,giọng khàn,symptom
symptom::đau họng,đau họng,symptom
disease::BENH264,Tiểu đêm chưa rõ nguyên nhân,disease
text::Tiểu đêm chưa rõ nguyên nhân,Tiểu đêm chưa rõ nguyên nhân,text
symptom::đi tiểu nhiều về đêm,đi tiểu nhiều về đêm,symptom
symptom::mất ngủ,mất ngủ,symptom
symptom::mệt,mệt,symptom
disease::BENH265,Đau lưng trên cấp cấp,disease
text::Đau lưng trên cấp cấp,Đau lưng trên cấp cấp,text
symptom::đau lưng,đau lưng,symptom
symptom::căng cơ,căng cơ,symptom
symptom::mỏi vai,mỏi vai,symptom
disease::BENH266,Đái máu cấp mạn,disease
text::Đái máu cấp mạn,Đái máu cấp mạn,text
symptom::nước tiểu đỏ,nước tiểu đỏ,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::tiểu buốt,tiểu buốt,symptom
disease::BENH267,Viêm da tiếp xúc vừa,disease
text::Viêm da tiếp xúc vừa,Viêm da tiếp xúc vừa,text
symptom::đỏ da,đỏ da,symptom
symptom::rát,rát,symptom
symptom::ngứa,ngứa,symptom
symptom::phồng rộp,phồng rộp,symptom
disease::BENH268,Tiểu rắt vừa,disease
text::Tiểu rắt vừa,Tiểu rắt vừa,text
symptom::đi tiểu nhiều lần,đi tiểu nhiều lần,symptom
symptom::lượng ít,lượng ít,symptom
symptom::khó chịu,khó chịu,symptom
disease::BENH269,Viêm bao hoạt dịch mạn nhẹ,disease
text::Viêm bao hoạt dịch mạn nhẹ,Viêm bao hoạt dịch mạn nhẹ,text
symptom::đau khớp,đau khớp,symptom
symptom::sưng nóng,sưng nóng,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
disease::BENH270,Nôn ói vừa nhẹ,disease
text::Nôn ói vừa nhẹ,Nôn ói vừa nhẹ,text
symptom::buồn nôn,buồn nôn,symptom
symptom::nôn,nôn,symptom
symptom::mệt,mệt,symptom
symptom::chóng mặt,chóng mặt,symptom
disease::BENH271,Gan nhiễm mỡ không đặc hiệu chưa rõ nguyên nhân,disease
text::Gan nhiễm mỡ không đặc hiệu chưa rõ nguyên nhân,Gan nhiễm mỡ không đặc hiệu chưa rõ nguyên nhân,text
symptom::mệt,mệt,symptom
symptom::nặng tức hạ sườn phải,nặng tức hạ sườn phải,symptom
disease::BENH272,Viêm bao hoạt dịch cấp cấp,disease
text::Viêm bao hoạt dịch cấp cấp,Viêm bao hoạt dịch cấp cấp,text
symptom::đau khớp,đau khớp,symptom
symptom::sưng nóng,sưng nóng,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
disease::BENH273,Viêm khớp không đặc hiệu,disease
text::Viêm khớp không đặc hiệu,Viêm khớp không đặc hiệu,text
symptom::đau khớp,đau khớp,symptom
symptom::sưng khớp,sưng khớp,symptom
symptom::cứng khớp,cứng khớp,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
disease::BENH274,Viêm họng cấp nặng,disease
text::Viêm họng cấp nặng,Viêm họng cấp nặng,text
symptom::đau họng,đau họng,symptom
symptom::sốt nhẹ,sốt nhẹ,symptom
symptom::nuốt đau,nuốt đau,symptom
symptom::ho khan,ho khan,symptom
disease::BENH275,Nấm da vừa,disease
text::Nấm da vừa,Nấm da vừa,text
symptom::ngứa,ngứa,symptom
symptom::bong vảy,bong vảy,symptom
symptom::tổn thương vòng,tổn thương vòng,symptom
disease::BENH276,Suy thận mạn chưa rõ nguyên nhân,disease
text::Suy thận mạn chưa rõ nguyên nhân,Suy thận mạn chưa rõ nguyên nhân,text
symptom::mệt,mệt,symptom
symptom::phù,phù,symptom
symptom::tiểu ít,tiểu ít,symptom
symptom::chán ăn,chán ăn,symptom
disease::BENH277,Nhiễm khuẩn tiết niệu nặng cấp mạn cấp,disease
text::Nhiễm khuẩn tiết niệu nặng cấp mạn cấp,Nhiễm khuẩn tiết niệu nặng cấp mạn cấp,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH278,Viêm bàng quang cấp,disease
text::Viêm bàng quang cấp,Viêm bàng quang cấp,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau hạ vị,đau hạ vị,symptom
symptom::sốt nhẹ,sốt nhẹ,symptom
disease::BENH279,Khàn tiếng vừa mạn tái phát,disease
text::Khàn tiếng vừa mạn tái phát,Khàn tiếng vừa mạn tái phát,text
symptom::nói khó,nói khó,symptom
symptom::giọng khàn,giọng khàn,symptom
symptom::đau họng,đau họng,symptom
disease::BENH280,Nôn ói nặng nặng tái phát,disease
text::Nôn ói nặng nặng tái phát,Nôn ói nặng nặng tái phát,text
symptom::buồn nôn,buồn nôn,symptom
symptom::nôn,nôn,symptom
symptom::mệt,mệt,symptom
symptom::chóng mặt,chóng mặt,symptom
disease::BENH281,Đau bụng vừa,disease
text::Đau bụng vừa,Đau bụng vừa,text
symptom::đau bụng,đau bụng,symptom
symptom::buồn nôn,buồn nôn,symptom
symptom::chướng bụng,chướng bụng,symptom
disease::BENH282,Tăng đường huyết cấp nhẹ,disease
text::Tăng đường huyết cấp nhẹ,Tăng đường huyết cấp nhẹ,text
symptom::khát nước,khát nước,symptom
symptom::tiểu nhiều,tiểu nhiều,symptom
symptom::mệt,mệt,symptom
disease::BENH283,Viêm mũi cấp nhẹ mạn,disease
text::Viêm mũi cấp nhẹ mạn,Viêm mũi cấp nhẹ mạn,text
symptom::nghẹt mũi,nghẹt mũi,symptom
symptom::chảy mũi,chảy mũi,symptom
symptom::hắt hơi,hắt hơi,symptom
disease::BENH284,Viêm lợi nhẹ nhẹ không đặc hiệu,disease
text::Viêm lợi nhẹ nhẹ không đặc hiệu,Viêm lợi nhẹ nhẹ không đặc hiệu,text
symptom::đỏ lợi,đỏ lợi,symptom
symptom::sưng lợi,sưng lợi,symptom
symptom::chảy máu lợi,chảy máu lợi,symptom
disease::BENH285,Tiểu rắt nhẹ,disease
text::Tiểu rắt nhẹ,Tiểu rắt nhẹ,text
symptom::đi tiểu nhiều lần,đi tiểu nhiều lần,symptom
symptom::lượng ít,lượng ít,symptom
symptom::khó chịu,khó chịu,symptom
disease::BENH286,Đái máu tái phát,disease
text::Đái máu tái phát,Đái máu tái phát,text
symptom::nước tiểu đỏ,nước tiểu đỏ,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::tiểu buốt,tiểu buốt,symptom
disease::BENH287,Chàm da chưa rõ nguyên nhân cấp,disease
text::Chàm da chưa rõ nguyên nhân cấp,Chàm da chưa rõ nguyên nhân cấp,text
symptom::ngứa,ngứa,symptom
symptom::da khô,da khô,symptom
symptom::mẩn đỏ,mẩn đỏ,symptom
symptom::bong vảy,bong vảy,symptom
disease::BENH288,Viêm tai giữa nặng,disease
text::Viêm tai giữa nặng,Viêm tai giữa nặng,text
symptom::đau tai,đau tai,symptom
symptom::sốt,sốt,symptom
symptom::ù tai,ù tai,symptom
symptom::nghe kém,nghe kém,symptom
disease::BENH289,Nhiễm khuẩn tiết niệu không đặc hiệu cấp chưa rõ nguyên nhân nhẹ,disease
text::Nhiễm khuẩn tiết niệu không đặc hiệu cấp chưa rõ nguyên nhân nhẹ,Nhiễm khuẩn tiết niệu không đặc hiệu cấp chưa rõ nguyên nhân nhẹ,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH290,Đầy hơi nặng tái phát,disease
text::Đầy hơi nặng tái phát,Đầy hơi nặng tái phát,text
symptom::bụng chướng,bụng chướng,symptom
symptom::ợ hơi,ợ hơi,symptom
symptom::khó chịu,khó chịu,symptom
symptom::chán ăn,chán ăn,symptom
disease::BENH291,Bong gân không đặc hiệu,disease
text::Bong gân không đặc hiệu,Bong gân không đặc hiệu,text
symptom::sưng đau,sưng đau,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
symptom::bầm tím,bầm tím,symptom
disease::BENH292,Táo bón chưa rõ nguyên nhân,disease
text::Táo bón chưa rõ nguyên nhân,Táo bón chưa rõ nguyên nhân,text
symptom::đi ngoài khó,đi ngoài khó,symptom
symptom::đau bụng,đau bụng,symptom
symptom::bụng chướng,bụng chướng,symptom
disease::BENH293,Rối loạn tập trung nhẹ,disease
text::Rối loạn tập trung nhẹ,Rối loạn tập trung nhẹ,text
symptom::khó tập trung,khó tập trung,symptom
symptom::hay quên,hay quên,symptom
symptom::mệt,mệt,symptom
disease::BENH294,Cảm cúm không đặc hiệu nặng,disease
text::Cảm cúm không đặc hiệu nặng,Cảm cúm không đặc hiệu nặng,text
symptom::sốt,sốt,symptom
symptom::ho,ho,symptom
symptom::sổ mũi,sổ mũi,symptom
symptom::đau đầu,đau đầu,symptom
disease::BENH295,Loãng xương nặng nhẹ,disease
text::Loãng xương nặng nhẹ,Loãng xương nặng nhẹ,text
symptom::đau lưng,đau lưng,symptom
symptom::giảm chiều cao,giảm chiều cao,symptom
symptom::dễ gãy xương,dễ gãy xương,symptom
disease::BENH296,Mệt mỏi cấp,disease
text::Mệt mỏi cấp,Mệt mỏi cấp,text
symptom::mệt,mệt,symptom
symptom::uể oải,uể oải,symptom
symptom::giảm tập trung,giảm tập trung,symptom
disease::BENH297,Trầm cảm nhẹ mạn vừa,disease
text::Trầm cảm nhẹ mạn vừa,Trầm cảm nhẹ mạn vừa,text
symptom::buồn bã,buồn bã,symptom
symptom::mệt mỏi,mệt mỏi,symptom
symptom::mất hứng thú,mất hứng thú,symptom
disease::BENH298,Béo phì vừa,disease
text::Béo phì vừa,Béo phì vừa,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH299,Trật khớp không đặc hiệu mạn không đặc hiệu,disease
text::Trật khớp không đặc hiệu mạn không đặc hiệu,Trật khớp không đặc hiệu mạn không đặc hiệu,text
symptom::đau dữ dội,đau dữ dội,symptom
symptom::biến dạng khớp,biến dạng khớp,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
disease::BENH300,Nấm da vừa nặng,disease
text::Nấm da vừa nặng,Nấm da vừa nặng,text
symptom::ngứa,ngứa,symptom
symptom::bong vảy,bong vảy,symptom
symptom::tổn thương vòng,tổn thương vòng,symptom
disease::BENH301,Tăng tiểu đêm vừa tái phát,disease
text::Tăng tiểu đêm vừa tái phát,Tăng tiểu đêm vừa tái phát,text
symptom::đi tiểu đêm nhiều lần,đi tiểu đêm nhiều lần,symptom
symptom::mệt,mệt,symptom
disease::BENH302,Béo phì vừa vừa,disease
text::Béo phì vừa vừa,Béo phì vừa vừa,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH303,Táo bón mạn,disease
text::Táo bón mạn,Táo bón mạn,text
symptom::đi ngoài khó,đi ngoài khó,symptom
symptom::đau bụng,đau bụng,symptom
symptom::bụng chướng,bụng chướng,symptom
disease::BENH304,Nhiễm trùng da nhẹ nặng,disease
text::Nhiễm trùng da nhẹ nặng,Nhiễm trùng da nhẹ nặng,text
symptom::đỏ da,đỏ da,symptom
symptom::sưng,sưng,symptom
symptom::đau,đau,symptom
symptom::mủ,mủ,symptom
symptom::sốt,sốt,symptom
disease::BENH305,Béo phì nhẹ không đặc hiệu,disease
text::Béo phì nhẹ không đặc hiệu,Béo phì nhẹ không đặc hiệu,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH306,Nấm kẽ nặng mạn,disease
text::Nấm kẽ nặng mạn,Nấm kẽ nặng mạn,text
symptom::ngứa,ngứa,symptom
symptom::hăm kẽ,hăm kẽ,symptom
symptom::đỏ da,đỏ da,symptom
disease::BENH307,Viêm tai ngoài nặng nhẹ,disease
text::Viêm tai ngoài nặng nhẹ,Viêm tai ngoài nặng nhẹ,text
symptom::đau tai,đau tai,symptom
symptom::ngứa tai,ngứa tai,symptom
symptom::chảy dịch,chảy dịch,symptom
disease::BENH308,Đau khớp gối chưa rõ nguyên nhân cấp,disease
text::Đau khớp gối chưa rõ nguyên nhân cấp,Đau khớp gối chưa rõ nguyên nhân cấp,text
symptom::đau gối,đau gối,symptom
symptom::cứng khớp,cứng khớp,symptom
symptom::đi lại khó,đi lại khó,symptom
disease::BENH309,Thoái hóa khớp gối chưa rõ nguyên nhân cấp,disease
text::Thoái hóa khớp gối chưa rõ nguyên nhân cấp,Thoái hóa khớp gối chưa rõ nguyên nhân cấp,text
symptom::đau gối,đau gối,symptom
symptom::cứng khớp,cứng khớp,symptom
symptom::khó đi lại,khó đi lại,symptom
disease::BENH310,Viêm da tiếp xúc vừa nhẹ,disease
text::Viêm da tiếp xúc vừa nhẹ,Viêm da tiếp xúc vừa nhẹ,text
symptom::đỏ da,đỏ da,symptom
symptom::rát,rát,symptom
symptom::ngứa,ngứa,symptom
symptom::phồng rộp,phồng rộp,symptom
disease::BENH311,Nôn ói nặng không đặc hiệu,disease
text::Nôn ói nặng không đặc hiệu,Nôn ói nặng không đặc hiệu,text
symptom::buồn nôn,buồn nôn,symptom
symptom::nôn,nôn,symptom
symptom::mệt,mệt,symptom
symptom::chóng mặt,chóng mặt,symptom
disease::BENH312,Béo phì nặng,disease
text::Béo phì nặng,Béo phì nặng,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH313,Béo phì nhẹ mạn,disease
text::Béo phì nhẹ mạn,Béo phì nhẹ mạn,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH314,Đái máu cấp vừa,disease
text::Đái máu cấp vừa,Đái máu cấp vừa,text
symptom::nước tiểu đỏ,nước tiểu đỏ,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::tiểu buốt,tiểu buốt,symptom
disease::BENH315,Loãng xương tái phát nặng,disease
text::Loãng xương tái phát nặng,Loãng xương tái phát nặng,text
symptom::đau lưng,đau lưng,symptom
symptom::giảm chiều cao,giảm chiều cao,symptom
symptom::dễ gãy xương,dễ gãy xương,symptom
disease::BENH316,COVID-19 nặng vừa,disease
text::COVID-19 nặng vừa,COVID-19 nặng vừa,text
symptom::sốt,sốt,symptom
symptom::ho,ho,symptom
symptom::đau họng,đau họng,symptom
symptom::mất mùi vị,mất mùi vị,symptom
disease::BENH317,Viêm lợi nhẹ nhẹ không đặc hiệu tái phát,disease
text::Viêm lợi nhẹ nhẹ không đặc hiệu tái phát,Viêm lợi nhẹ nhẹ không đặc hiệu tái phát,text
symptom::đỏ lợi,đỏ lợi,symptom
symptom::sưng lợi,sưng lợi,symptom
symptom::chảy máu lợi,chảy máu lợi,symptom
disease::BENH318,Nấm kẽ không đặc hiệu tái phát,disease
text::Nấm kẽ không đặc hiệu tái phát,Nấm kẽ không đặc hiệu tái phát,text
symptom::ngứa,ngứa,symptom
symptom::hăm kẽ,hăm kẽ,symptom
symptom::đỏ da,đỏ da,symptom
disease::BENH319,COVID-19 nặng vừa vừa,disease
text::COVID-19 nặng vừa vừa,COVID-19 nặng vừa vừa,text
symptom::sốt,sốt,symptom
symptom::ho,ho,symptom
symptom::đau họng,đau họng,symptom
symptom::mất mùi vị,mất mùi vị,symptom
disease::BENH320,Tiêu chảy cấp nhẹ cấp,disease
text::Tiêu chảy cấp nhẹ cấp,Tiêu chảy cấp nhẹ cấp,text
symptom::tiêu chảy,tiêu chảy,symptom
symptom::đau bụng,đau bụng,symptom
symptom::mất nước,mất nước,symptom
symptom::mệt,mệt,symptom
disease::BENH321,Tiểu đêm không đặc hiệu vừa,disease
text::Tiểu đêm không đặc hiệu vừa,Tiểu đêm không đặc hiệu vừa,text
symptom::đi tiểu nhiều về đêm,đi tiểu nhiều về đêm,symptom
symptom::mất ngủ,mất ngủ,symptom
symptom::mệt,mệt,symptom
disease::BENH322,Rối loạn lo âu không đặc hiệu,disease
text::Rối loạn lo âu không đặc hiệu,Rối loạn lo âu không đặc hiệu,text
symptom::lo lắng,lo lắng,symptom
symptom::hồi hộp,hồi hộp,symptom
symptom::mất ngủ,mất ngủ,symptom
symptom::căng thẳng,căng thẳng,symptom
disease::BENH323,Trầm cảm nhẹ mạn vừa nặng,disease
text::Trầm cảm nhẹ mạn vừa nặng,Trầm cảm nhẹ mạn vừa nặng,text
