src,dst,relation
disease::BENH255,symptom::rát da,has_symptom
disease::BENH256,text::Viêm thanh quản cấp tái phát,has_name
disease::BENH256,symptom::khàn tiếng,has_symptom
disease::BENH256,symptom::ho,has_symptom
disease::BENH256,symptom::đau họng,has_symptom
disease::BENH257,text::Đái máu cấp chưa rõ nguyên nhân,has_name
disease::BENH257,symptom::nước tiểu đỏ,has_symptom
disease::BENH257,symptom::đau bụng dưới,has_symptom
disease::BENH257,symptom::tiểu buốt,has_symptom
disease::BENH258,text::Vảy nến mạn vừa mạn,has_name
disease::BENH258,symptom::mảng đỏ,has_symptom
disease::BENH258,symptom::vảy trắng,has_symptom
disease::BENH258,symptom::ngứa,has_symptom
disease::BENH259,text::Viêm mũi xoang chưa rõ nguyên nhân,has_name
disease::BENH259,symptom::nghẹt mũi,has_symptom
disease::BENH259,symptom::chảy mũi,has_symptom
disease::BENH259,symptom::đau đầu,has_symptom
disease::BENH259,symptom::sốt,has_symptom
disease::BENH260,text::Đau vai gáy mạn,has_name
disease::BENH260,symptom::đau cổ vai gáy,has_symptom
disease::BENH260,symptom::cứng cổ,has_symptom
disease::BENH260,symptom::tê tay,has_symptom
disease::BENH261,text::Rối loạn giấc ngủ vừa,has_name
disease::BENH261,symptom::khó ngủ,has_symptom
disease::BENH261,symptom::ngủ không sâu,has_symptom
disease::BENH261,symptom::thức giấc sớm,has_symptom
disease::BENH262,text::Nấm kẽ nặng,has_name
disease::BENH262,symptom::ngứa,has_symptom
disease::BENH262,symptom::hăm kẽ,has_symptom
disease::BENH262,symptom::đỏ da,has_symptom
disease::BENH263,text::Khàn tiếng vừa mạn vừa,has_name
disease::BENH263,symptom::nói khó,has_symptom
disease::BENH263,symptom::giọng khàn,has_symptom
disease::BENH263,symptom::đau họng,has_symptom
disease::BENH264,text::Tiểu đêm chưa rõ nguyên nhân,has_name
disease::BENH264,symptom::đi tiểu nhiều về đêm,has_symptom
disease::BENH264,symptom::mất ngủ,has_symptom
disease::BENH264,symptom::mệt,has_symptom
disease::BENH265,text::Đau lưng trên cấp cấp,has_name
disease::BENH265,symptom::đau lưng,has_symptom
disease::BENH265,symptom::căng cơ,has_symptom
disease::BENH265,symptom::mỏi vai,has_symptom
disease::BENH266,text::Đái máu cấp mạn,has_name
disease::BENH266,symptom::nước tiểu đỏ,has_symptom
disease::BENH266,symptom::đau bụng dưới,has_symptom
disease::BENH266,symptom::tiểu buốt,has_symptom
disease::BENH267,text::Viêm da tiếp xúc vừa,has_name
disease::BENH267,symptom::đỏ da,has_symptom
disease::BENH267,symptom::rát,has_symptom
disease::BENH267,symptom::ngứa,has_symptom
disease::BENH267,symptom::phồng rộp,has_symptom
disease::BENH268,text::Tiểu rắt vừa,has_name
disease::BENH268,symptom::đi tiểu nhiều lần,has_symptom
disease::BENH268,symptom::lượng ít,has_symptom
disease::BENH268,symptom::khó chịu,has_symptom
disease::BENH269,text::Viêm bao hoạt dịch mạn nhẹ,has_name
disease::BENH269,symptom::đau khớp,has_symptom
disease::BENH269,symptom::sưng nóng,has_symptom
disease::BENH269,symptom::hạn chế vận động,has_symptom
disease::BENH270,text::Nôn ói vừa nhẹ,has_name
disease::BENH270,symptom::buồn nôn,has_symptom
disease::BENH270,symptom::nôn,has_symptom
disease::BENH270,symptom::mệt,has_symptom
disease::BENH270,symptom::chóng mặt,has_symptom
disease::BENH271,text::Gan nhiễm mỡ không đặc hiệu chưa rõ nguyên nhân,has_name
disease::BENH271,symptom::mệt,has_symptom
disease::BENH271,symptom::nặng tức hạ sườn phải,has_symptom
disease::BENH272,text::Viêm bao hoạt dịch cấp cấp,has_name
disease::BENH272,symptom::đau khớp,has_symptom
disease::BENH272,symptom::sưng nóng,has_symptom
disease::BENH272,symptom::hạn chế vận động,has_symptom
disease::BENH273,text::Viêm khớp không đặc hiệu,has_name
disease::BENH273,symptom::đau khớp,has_symptom
disease::BENH273,symptom::sưng khớp,has_symptom
disease::BENH273,symptom::cứng khớp,has_symptom
disease::BENH273,symptom::hạn chế vận động,has_symptom
disease::BENH274,text::Viêm họng cấp nặng,has_name
disease::BENH274,symptom::đau họng,has_symptom
disease::BENH274,symptom::sốt nhẹ,has_symptom
disease::BENH274,symptom::nuốt đau,has_symptom
disease::BENH274,symptom::ho khan,has_symptom
disease::BENH275,text::Nấm da vừa,has_name
disease::BENH275,symptom::ngứa,has_symptom
disease::BENH275,symptom::bong vảy,has_symptom
disease::BENH275,symptom::tổn thương vòng,has_symptom
disease::BENH276,text::Suy thận mạn chưa rõ nguyên nhân,has_name
disease::BENH276,symptom::mệt,has_symptom
disease::BENH276,symptom::phù,has_symptom
disease::BENH276,symptom::tiểu ít,has_symptom
disease::BENH276,symptom::chán ăn,has_symptom
disease::BENH277,text::Nhiễm khuẩn tiết niệu nặng cấp mạn cấp,has_name
disease::BENH277,symptom::tiểu buốt,has_symptom
disease::BENH277,symptom::tiểu rắt,has_symptom
disease::BENH277,symptom::đau bụng dưới,has_symptom
disease::BENH277,symptom::sốt,has_symptom
disease::BENH278,text::Viêm bàng quang cấp,has_name
disease::BENH278,symptom::tiểu buốt,has_symptom
disease::BENH278,symptom::tiểu rắt,has_symptom
disease::BENH278,symptom::đau hạ vị,has_symptom
disease::BENH278,symptom::sốt nhẹ,has_symptom
disease::BENH279,text::Khàn tiếng vừa mạn tái phát,has_name
disease::BENH279,symptom::nói khó,has_symptom
disease::BENH279,symptom::giọng khàn,has_symptom
disease::BENH279,symptom::đau họng,has_symptom
disease::BENH280,text::Nôn ói nặng nặng tái phát,has_name
disease::BENH280,symptom::buồn nôn,has_symptom
disease::BENH280,symptom::nôn,has_symptom
disease::BENH280,symptom::mệt,has_symptom
disease::BENH280,symptom::chóng mặt,has_symptom
disease::BENH281,text::Đau bụng vừa,has_name
disease::BENH281,symptom::đau bụng,has_symptom
disease::BENH281,symptom::buồn nôn,has_symptom
disease::BENH281,symptom::chướng bụng,has_symptom
disease::BENH282,text::Tăng đường huyết cấp nhẹ,has_name
disease::BENH282,symptom::khát nước,has_symptom
disease::BENH282,symptom::tiểu nhiều,has_symptom
disease::BENH282,symptom::mệt,has_symptom
disease::BENH283,text::Viêm mũi cấp nhẹ mạn,has_name
disease::BENH283,symptom::nghẹt mũi,has_symptom
disease::BENH283,symptom::chảy mũi,has_symptom
disease::BENH283,symptom::hắt hơi,has_symptom
disease::BENH284,text::Viêm lợi nhẹ nhẹ không đặc hiệu,has_name
disease::BENH284,symptom::đỏ lợi,has_symptom
disease::BENH284,symptom::sưng lợi,has_symptom
disease::BENH284,symptom::chảy máu lợi,has_symptom
disease::BENH285,text::Tiểu rắt nhẹ,has_name
disease::BENH285,symptom::đi tiểu nhiều lần,has_symptom
disease::BENH285,symptom::lượng ít,has_symptom
disease::BENH285,symptom::khó chịu,has_symptom
disease::BENH286,text::Đái máu tái phát,has_name
disease::BENH286,symptom::nước tiểu đỏ,has_symptom
disease::BENH286,symptom::đau bụng dưới,has_symptom
disease::BENH286,symptom::tiểu buốt,has_symptom
disease::BENH287,text::Chàm da chưa rõ nguyên nhân cấp,has_name
disease::BENH287,symptom::ngứa,has_symptom
disease::BENH287,symptom::da khô,has_symptom
disease::BENH287,symptom::mẩn đỏ,has_symptom
disease::BENH287,symptom::bong vảy,has_symptom
disease::BENH288,text::Viêm tai giữa nặng,has_name
disease::BENH288,symptom::đau tai,has_symptom
disease::BENH288,symptom::sốt,has_symptom
disease::BENH288,symptom::ù tai,has_symptom
disease::BENH288,symptom::nghe kém,has_symptom
disease::BENH289,text::Nhiễm khuẩn tiết niệu không đặc hiệu cấp chưa rõ nguyên nhân nhẹ,has_name
disease::BENH289,symptom::tiểu buốt,has_symptom
disease::BENH289,symptom::tiểu rắt,has_symptom
disease::BENH289,symptom::đau bụng dưới,has_symptom
disease::BENH289,symptom::sốt,has_symptom
disease::BENH290,text::Đầy hơi nặng tái phát,has_name
disease::BENH290,symptom::bụng chướng,has_symptom
disease::BENH290,symptom::ợ hơi,has_symptom
disease::BENH290,symptom::khó chịu,has_symptom
disease::BENH290,symptom::chán ăn,has_symptom
disease::BENH291,text::Bong gân không đặc hiệu,has_name
disease::BENH291,symptom::sưng đau,has_symptom
disease::BENH291,symptom::hạn chế vận động,has_symptom
disease::BENH291,symptom::bầm tím,has_symptom
disease::BENH292,text::Táo bón chưa rõ nguyên nhân,has_name
disease::BENH292,symptom::đi ngoài khó,has_symptom
disease::BENH292,symptom::đau bụng,has_symptom
disease::BENH292,symptom::bụng chướng,has_symptom
disease::BENH293,text::Rối loạn tập trung nhẹ,has_name
disease::BENH293,symptom::khó tập trung,has_symptom
disease::BENH293,symptom::hay quên,has_symptom
disease::BENH293,symptom::mệt,has_symptom
disease::BENH294,text::Cảm cúm không đặc hiệu nặng,has_name
disease::BENH294,symptom::sốt,has_symptom
disease::BENH294,symptom::ho,has_symptom
disease::BENH294,symptom::sổ mũi,has_symptom
disease::BENH294,symptom::đau đầu,has_symptom
disease::BENH295,text::Loãng xương nặng nhẹ,has_name
disease::BENH295,symptom::đau lưng,has_symptom
disease::BENH295,symptom::giảm chiều cao,has_symptom
disease::BENH295,symptom::dễ gãy xương,has_symptom
disease::BENH296,text::Mệt mỏi cấp,has_name
disease::BENH296,symptom::mệt,has_symptom
disease::BENH296,symptom::uể oải,has_symptom
disease::BENH296,symptom::giảm tập trung,has_symptom
disease::BENH297,text::Trầm cảm nhẹ mạn vừa,has_name
disease::BENH297,symptom::buồn bã,has_symptom
disease::BENH297,symptom::mệt mỏi,has_symptom
disease::BENH297,symptom::mất hứng thú,has_symptom
disease::BENH298,text::Béo phì vừa,has_name
disease::BENH298,symptom::tăng cân,has_symptom
disease::BENH298,symptom::thừa mỡ,has_symptom
disease::BENH298,symptom::khó thở khi vận động,has_symptom
disease::BENH299,text::Trật khớp không đặc hiệu mạn không đặc hiệu,has_name
disease::BENH299,symptom::đau dữ dội,has_symptom
disease::BENH299,symptom::biến dạng khớp,has_symptom
disease::BENH299,symptom::hạn chế vận động,has_symptom
disease::BENH300,text::Nấm da vừa nặng,has_name
disease::BENH300,symptom::ngứa,has_symptom
disease::BENH300,symptom::bong vảy,has_symptom
disease::BENH300,symptom::tổn thương vòng,has_symptom
disease::BENH301,text::Tăng tiểu đêm vừa tái phát,has_name
disease::BENH301,symptom::đi tiểu đêm nhiều lần,has_symptom
disease::BENH301,symptom::mệt,has_symptom
disease::BENH302,text::Béo phì vừa vừa,has_name
disease::BENH302,symptom::tăng cân,has_symptom
disease::BENH302,symptom::thừa mỡ,has_symptom
disease::BENH302,symptom::khó thở khi vận động,has_symptom
disease::BENH303,text::Táo bón mạn,has_name
disease::BENH303,symptom::đi ngoài khó,has_symptom
disease::BENH303,symptom::đau bụng,has_symptom
disease::BENH303,symptom::bụng chướng,has_symptom
disease::BENH304,text::Nhiễm trùng da nhẹ nặng,has_name
disease::BENH304,symptom::đỏ da,has_symptom
disease::BENH304,symptom::sưng,has_symptom
disease::BENH304,symptom::đau,has_symptom
disease::BENH304,symptom::mủ,has_symptom
disease::BENH304,symptom::sốt,has_symptom
disease::BENH305,text::Béo phì nhẹ không đặc hiệu,has_name
disease::BENH305,symptom::tăng cân,has_symptom
disease::BENH305,symptom::thừa mỡ,has_symptom
disease::BENH305,symptom::khó thở khi vận động,has_symptom
disease::BENH306,text::Nấm kẽ nặng mạn,has_name
disease::BENH306,symptom::ngứa,has_symptom
disease::BENH306,symptom::hăm kẽ,has_symptom
disease::BENH306,symptom::đỏ da,has_symptom
disease::BENH307,text::Viêm tai ngoài nặng nhẹ,has_name
disease::BENH307,symptom::đau tai,has_symptom
disease::BENH307,symptom::ngứa tai,has_symptom
disease::BENH307,symptom::chảy dịch,has_symptom
disease::BENH308,text::Đau khớp gối chưa rõ nguyên nhân cấp,has_name
disease::BENH308,symptom::đau gối,has_symptom
disease::BENH308,symptom::cứng khớp,has_symptom
disease::BENH308,symptom::đi lại khó,has_symptom
disease::BENH309,text::Thoái hóa khớp gối chưa rõ nguyên nhân cấp,has_name
disease::BENH309,symptom::đau gối,has_symptom
disease::BENH309,symptom::cứng khớp,has_symptom
disease::BENH309,symptom::khó đi lại,has_symptom
disease::BENH310,text::Viêm da tiếp xúc vừa nhẹ,has_name
disease::BENH310,symptom::đỏ da,has_symptom
disease::BENH310,symptom::rát,has_symptom
disease::BENH310,symptom::ngứa,has_symptom
disease::BENH310,symptom::phồng rộp,has_symptom
disease::BENH311,text::Nôn ói nặng không đặc hiệu,has_name
disease::BENH311,symptom::buồn nôn,has_symptom
disease::BENH311,symptom::nôn,has_symptom
disease::BENH311,symptom::mệt,has_symptom
disease::BENH311,symptom::chóng mặt,has_symptom
disease::BENH312,text::Béo phì nặng,has_name
disease::BENH312,symptom::tăng cân,has_symptom
disease::BENH312,symptom::thừa mỡ,has_symptom
disease::BENH312,symptom::khó thở khi vận động,has_symptom
disease::BENH313,text::Béo phì nhẹ mạn,has_name
disease::BENH313,symptom::tăng cân,has_symptom
disease::BENH313,symptom::thừa mỡ,has_symptom
disease::BENH313,symptom::khó thở khi vận động,has_symptom
disease::BENH314,text::Đái máu cấp vừa,has_name
disease::BENH314,symptom::nước tiểu đỏ,has_symptom
disease::BENH314,symptom::đau bụng dưới,has_symptom
disease::BENH314,symptom::tiểu buốt,has_symptom
disease::BENH315,text::Loãng xương tái phát nặng,has_name
disease::BENH315,symptom::đau lưng,has_symptom
disease::BENH315,symptom::giảm chiều cao,has_symptom
disease::BENH315,symptom::dễ gãy xương,has_symptom
disease::BENH316,text::COVID-19 nặng vừa,has_name
disease::BENH316,symptom::sốt,has_symptom
disease::BENH316,symptom::ho,has_symptom
disease::BENH316,symptom::đau họng,has_symptom
disease::BENH316,symptom::mất mùi vị,has_symptom
disease::BENH317,text::Viêm lợi nhẹ nhẹ không đặc hiệu tái phát,has_name
disease::BENH317,symptom::đỏ lợi,has_symptom
disease::BENH317,symptom::sưng lợi,has_symptom
disease::BENH317,symptom::chảy máu lợi,has_symptom
disease::BENH318,text::Nấm kẽ không đặc hiệu tái phát,has_name
disease::BENH318,symptom::ngứa,has_symptom
disease::BENH318,symptom::hăm kẽ,has_symptom
disease::BENH318,symptom::đỏ da,has_symptom
disease::BENH319,text::COVID-19 nặng vừa vừa,has_name
disease::BENH319,symptom::sốt,has_symptom
disease::BENH319,symptom::ho,has_symptom
disease::BENH319,symptom::đau họng,has_symptom
disease::BENH319,symptom::mất mùi vị,has_symptom
disease::BENH320,text::Tiêu chảy cấp nhẹ cấp,has_name
disease::BENH320,symptom::tiêu chảy,has_symptom
disease::BENH320,symptom::đau bụng,has_symptom
disease::BENH320,symptom::mất nước,has_symptom
disease::BENH320,symptom::mệt,has_symptom
disease::BENH321,text::Tiểu đêm không đặc hiệu vừa,has_name
disease::BENH321,symptom::đi tiểu nhiều về đêm,has_symptom
disease::BENH321,symptom::mất ngủ,has_symptom
disease::BENH321,symptom::mệt,has_symptom
disease::BENH322,text::Rối loạn lo âu không đặc hiệu,has_name
disease::BENH322,symptom::lo lắng,has_symptom
disease::BENH322,symptom::hồi hộp,has_symptom
disease::BENH322,symptom::mất ngủ,has_symptom
disease::BENH322,symptom::căng thẳng,has_symptom
disease::BENH323,text::Trầm cảm nhẹ mạn vừa nặng,has_name
disease::BENH323,symptom::buồn bã,has_symptom
disease::BENH323,symptom::mệt mỏi,has_symptom
disease::BENH323,symptom::mất hứng thú,has_symptom
disease::BENH324,text::Nấm kẽ tái phát chưa rõ nguyên nhân chưa rõ nguyên nhân,has_name
disease::BENH324,symptom::ngứa,has_symptom
disease::BENH324,symptom::hăm kẽ,has_symptom
disease::BENH324,symptom::đỏ da,has_symptom
disease::BENH325,text::Đau đầu migraine nhẹ nhẹ,has_name
disease::BENH325,symptom::đau đầu một bên,has_symptom
disease::BENH325,symptom::buồn nôn,has_symptom
disease::BENH325,symptom::sợ ánh sáng,has_symptom
disease::BENH326,text::Nấm kẽ nặng chưa rõ nguyên nhân,has_name
disease::BENH326,symptom::ngứa,has_symptom
disease::BENH326,symptom::hăm kẽ,has_symptom
disease::BENH326,symptom::đỏ da,has_symptom
disease::BENH327,text::Khàn tiếng vừa nặng,has_name
disease::BENH327,symptom::nói khó,has_symptom
disease::BENH327,symptom::giọng khàn,has_symptom
disease::BENH327,symptom::đau họng,has_symptom
disease::BENH328,text::Viêm khớp nhẹ,has_name
disease::BENH328,symptom::đau khớp,has_symptom
disease::BENH328,symptom::sưng khớp,has_symptom
disease::BENH328,symptom::cứng khớp,has_symptom
disease::BENH328,symptom::hạn chế vận động,has_symptom
disease::BENH329,text::Viêm thanh quản cấp chưa rõ nguyên nhân nhẹ,has_name
disease::BENH329,symptom::khàn tiếng,has_symptom
disease::BENH329,symptom::ho,has_symptom
disease::BENH329,symptom::đau họng,has_symptom
disease::BENH330,text::Nhiễm khuẩn tiết niệu không đặc hiệu chưa rõ nguyên nhân,has_name
disease::BENH330,symptom::tiểu buốt,has_symptom
disease::BENH330,symptom::tiểu rắt,has_symptom
disease::BENH330,symptom::đau bụng dưới,has_symptom
disease::BENH330,symptom::sốt,has_symptom
disease::BENH331,text::Béo phì nhẹ mạn mạn,has_name
disease::BENH331,symptom::tăng cân,has_symptom
disease::BENH331,symptom::thừa mỡ,has_symptom
disease::BENH331,symptom::khó thở khi vận động,has_symptom
disease::BENH332,text::Loãng xương không đặc hiệu không đặc hiệu,has_name
disease::BENH332,symptom::đau lưng,has_symptom
disease::BENH332,symptom::giảm chiều cao,has_symptom
disease::BENH332,symptom::dễ gãy xương,has_symptom
disease::BENH333,text::Trầm cảm nhẹ mạn vừa nặng nhẹ,has_name
disease::BENH333,symptom::buồn bã,has_symptom
disease::BENH333,symptom::mệt mỏi,has_symptom
disease::BENH333,symptom::mất hứng thú,has_symptom
disease::BENH334,text::Hạ đường huyết nặng vừa chưa rõ nguyên nhân,has_name
disease::BENH334,symptom::run tay,has_symptom
disease::BENH334,symptom::vã mồ hôi,has_symptom
disease::BENH334,symptom::đói,has_symptom
disease::BENH334,symptom::mệt,has_symptom
disease::BENH335,text::Viêm lợi nhẹ nhẹ cấp nhẹ,has_name
disease::BENH335,symptom::đỏ lợi,has_symptom
disease::BENH335,symptom::sưng lợi,has_symptom
disease::BENH335,symptom::chảy máu lợi,has_symptom
disease::BENH336,text::Nhiễm khuẩn tiết niệu cấp,has_name
disease::BENH336,symptom::tiểu buốt,has_symptom
disease::BENH336,symptom::tiểu rắt,has_symptom
disease::BENH336,symptom::đau bụng dưới,has_symptom
disease::BENH336,symptom::sốt,has_symptom
disease::BENH337,text::Run tay tái phát,has_name
disease::BENH337,symptom::run tay,has_symptom
disease::BENH337,symptom::hồi hộp,has_symptom
disease::BENH337,symptom::vã mồ hôi,has_symptom
disease::BENH338,text::Đái máu cấp mạn chưa rõ nguyên nhân,has_name
disease::BENH338,symptom::nước tiểu đỏ,has_symptom
disease::BENH338,symptom::đau bụng dưới,has_symptom
disease::BENH338,symptom::tiểu buốt,has_symptom
disease::BENH339,text::Viêm đại tràng nhẹ,has_name
disease::BENH339,symptom::đau bụng,has_symptom
disease::BENH339,symptom::tiêu chảy,has_symptom
disease::BENH339,symptom::đầy hơi,has_symptom
disease::BENH339,symptom::mót rặn,has_symptom
disease::BENH340,text::Viêm da tiếp xúc chưa rõ nguyên nhân,has_name
disease::BENH340,symptom::đỏ da,has_symptom
disease::BENH340,symptom::rát,has_symptom
disease::BENH340,symptom::ngứa,has_symptom
disease::BENH340,symptom::phồng rộp,has_symptom
disease::BENH341,text::Viêm bao hoạt dịch cấp cấp nặng,has_name
disease::BENH341,symptom::đau khớp,has_symptom
disease::BENH341,symptom::sưng nóng,has_symptom
disease::BENH341,symptom::hạn chế vận động,has_symptom
disease::BENH342,text::Đau đầu migraine nhẹ không đặc hiệu,has_name
disease::BENH342,symptom::đau đầu một bên,has_symptom
disease::BENH342,symptom::buồn nôn,has_symptom
disease::BENH342,symptom::sợ ánh sáng,has_symptom
disease::BENH343,text::Đau bụng vừa chưa rõ nguyên nhân,has_name
disease::BENH343,symptom::đau bụng,has_symptom
disease::BENH343,symptom::buồn nôn,has_symptom
disease::BENH343,symptom::chướng bụng,has_symptom
disease::BENH344,text::Sỏi tiết niệu chưa rõ nguyên nhân,has_name
disease::BENH344,symptom::đau quặn thận,has_symptom
disease::BENH344,symptom::tiểu buốt,has_symptom
disease::BENH344,symptom::tiểu máu,has_symptom
disease::BENH345,text::Gan nhiễm mỡ nhẹ vừa,has_name
disease::BENH345,symptom::mệt,has_symptom
disease::BENH345,symptom::nặng tức hạ sườn phải,has_symptom
disease::BENH346,text::Viêm mũi xoang cấp vừa,has_name
disease::BENH346,symptom::nghẹt mũi,has_symptom
disease::BENH346,symptom::chảy mũi,has_symptom
disease::BENH346,symptom::đau đầu,has_symptom
disease::BENH346,symptom::sốt,has_symptom
disease::BENH347,text::Viêm da tiếp xúc vừa chưa rõ nguyên nhân,has_name
disease::BENH347,symptom::đỏ da,has_symptom
disease::BENH347,symptom::rát,has_symptom
disease::BENH347,symptom::ngứa,has_symptom
disease::BENH347,symptom::phồng rộp,has_symptom
disease::BENH348,text::Tiểu đêm không đặc hiệu vừa nhẹ,has_name
disease::BENH348,symptom::đi tiểu nhiều về đêm,has_symptom
disease::BENH348,symptom::mất ngủ,has_symptom
disease::BENH348,symptom::mệt,has_symptom
disease::BENH349,text::Ù tai mạn chưa rõ nguyên nhân,has_name
disease::BENH349,symptom::ù tai,has_symptom
disease::BENH349,symptom::nghe kém,has_symptom
disease::BENH349,symptom::chóng mặt,has_symptom
disease::BENH350,text::Hạ đường huyết vừa,has_name
disease::BENH350,symptom::run tay,has_symptom
disease::BENH350,symptom::vã mồ hôi,has_symptom
disease::BENH350,symptom::đói,has_symptom
disease::BENH350,symptom::mệt,has_symptom
disease::BENH351,text::Sỏi tiết niệu mạn vừa,has_name
disease::BENH351,symptom::đau quặn thận,has_symptom
disease::BENH351,symptom::tiểu buốt,has_symptom
disease::BENH351,symptom::tiểu máu,has_symptom
disease::BENH352,text::Gan nhiễm mỡ không đặc hiệu vừa nặng,has_name
disease::BENH352,symptom::mệt,has_symptom
disease::BENH352,symptom::nặng tức hạ sườn phải,has_symptom
disease::BENH353,text::Nhiễm khuẩn tiết niệu nặng cấp mạn cấp mạn,has_name
disease::BENH353,symptom::tiểu buốt,has_symptom
disease::BENH353,symptom::tiểu rắt,has_symptom
disease::BENH353,symptom::đau bụng dưới,has_symptom
disease::BENH353,symptom::sốt,has_symptom
disease::BENH354,text::Mụn trứng cá tái phát,has_name
disease::BENH354,symptom::mụn viêm,has_symptom
disease::BENH354,symptom::mụn đầu đen,has_symptom
disease::BENH354,symptom::da dầu,has_symptom
disease::BENH355,text::Đau đầu migraine không đặc hiệu,has_name
disease::BENH355,symptom::đau đầu một bên,has_symptom
disease::BENH355,symptom::buồn nôn,has_symptom
disease::BENH355,symptom::sợ ánh sáng,has_symptom
disease::BENH356,text::Đái tháo đường type 2 không đặc hiệu,has_name
disease::BENH356,symptom::khát nước,has_symptom
disease::BENH356,symptom::tiểu nhiều,has_symptom
disease::BENH356,symptom::mệt,has_symptom
disease::BENH356,symptom::sút cân,has_symptom
disease::BENH357,text::Khô da chưa rõ nguyên nhân nặng,has_name
disease::BENH357,symptom::da khô,has_symptom
disease::BENH357,symptom::nứt nẻ,has_symptom
disease::BENH357,symptom::ngứa,has_symptom
disease::BENH358,text::Viêm bàng quang cấp chưa rõ nguyên nhân,has_name
disease::BENH358,symptom::tiểu buốt,has_symptom
disease::BENH358,symptom::tiểu rắt,has_symptom
disease::BENH358,symptom::đau hạ vị,has_symptom
disease::BENH358,symptom::sốt nhẹ,has_symptom
disease::BENH359,text::COVID-19 nặng không đặc hiệu cấp,has_name
disease::BENH359,symptom::sốt,has_symptom
disease::BENH359,symptom::ho,has_symptom
disease::BENH359,symptom::đau họng,has_symptom
disease::BENH359,symptom::mất mùi vị,has_symptom
disease::BENH360,text::Đau đầu căng thẳng không đặc hiệu,has_name
disease::BENH360,symptom::đau đầu,has_symptom
disease::BENH360,symptom::căng cổ,has_symptom
disease::BENH360,symptom::mệt,has_symptom
disease::BENH360,symptom::khó tập trung,has_symptom
disease::BENH361,text::Tăng huyết áp nhẹ cấp,has_name
disease::BENH361,symptom::đau đầu,has_symptom
disease::BENH361,symptom::hoa mắt,has_symptom
disease::BENH361,symptom::chóng mặt,has_symptom
disease::BENH361,symptom::mệt,has_symptom
disease::BENH362,text::Loãng xương nặng nhẹ không đặc hiệu,has_name
disease::BENH362,symptom::đau lưng,has_symptom
disease::BENH362,symptom::giảm chiều cao,has_symptom
disease::BENH362,symptom::dễ gãy xương,has_symptom
disease::BENH363,text::Viêm phổi cộng đồng mạn cấp,has_name
disease::BENH363,symptom::sốt,has_symptom
disease::BENH363,symptom::ho,has_symptom
disease::BENH363,symptom::khó thở,has_symptom
disease::BENH363,symptom::đau ngực,has_symptom
disease::BENH364,text::Béo phì nhẹ vừa vừa,has_name
disease::BENH364,symptom::tăng cân,has_symptom
disease::BENH364,symptom::thừa mỡ,has_symptom
disease::BENH364,symptom::khó thở khi vận động,has_symptom
disease::BENH365,text::Tăng huyết áp nhẹ không đặc hiệu,has_name
disease::BENH365,symptom::đau đầu,has_symptom
disease::BENH365,symptom::hoa mắt,has_symptom
disease::BENH365,symptom::chóng mặt,has_symptom
disease::BENH365,symptom::mệt,has_symptom
disease::BENH366,text::Suy thận mạn chưa rõ nguyên nhân nhẹ,has_name
disease::BENH366,symptom::mệt,has_symptom
disease::BENH366,symptom::phù,has_symptom
disease::BENH366,symptom::tiểu ít,has_symptom
disease::BENH366,symptom::chán ăn,has_symptom
disease::BENH367,text::Viêm kết mạc nhẹ cấp nhẹ,has_name
disease::BENH367,symptom::đỏ mắt,has_symptom
disease::BENH367,symptom::ngứa mắt,has_symptom
disease::BENH367,symptom::chảy ghèn,has_symptom
disease::BENH368,text::Suy thận cấp vừa mạn không đặc hiệu,has_name
disease::BENH368,symptom::tiểu ít,has_symptom
disease::BENH368,symptom::phù,has_symptom
disease::BENH368,symptom::mệt,has_symptom
disease::BENH368,symptom::buồn nôn,has_symptom
disease::BENH369,text::Rối loạn tiêu hóa tái phát nặng nhẹ cấp,has_name
disease::BENH369,symptom::đau bụng,has_symptom
disease::BENH369,symptom::đầy hơi,has_symptom
disease::BENH369,symptom::tiêu chảy,has_symptom
disease::BENH369,symptom::buồn nôn,has_symptom
disease::BENH370,text::Tăng huyết áp nhẹ nặng,has_name
disease::BENH370,symptom::đau đầu,has_symptom
disease::BENH370,symptom::hoa mắt,has_symptom
disease::BENH370,symptom::chóng mặt,has_symptom
disease::BENH370,symptom::mệt,has_symptom
disease::BENH371,text::Đau bụng vừa chưa rõ nguyên nhân không đặc hiệu,has_name
disease::BENH371,symptom::đau bụng,has_symptom
disease::BENH371,symptom::buồn nôn,has_symptom
disease::BENH371,symptom::chướng bụng,has_symptom
disease::BENH372,text::Đau bụng vừa chưa rõ nguyên nhân không đặc hiệu tái phát,has_name
disease::BENH372,symptom::đau bụng,has_symptom
disease::BENH372,symptom::buồn nôn,has_symptom
disease::BENH372,symptom::chướng bụng,has_symptom
disease::BENH373,text::Nhiễm khuẩn tiết niệu nhẹ tái phát,has_name
disease::BENH373,symptom::tiểu buốt,has_symptom
disease::BENH373,symptom::tiểu rắt,has_symptom
disease::BENH373,symptom::đau bụng dưới,has_symptom
disease::BENH373,symptom::sốt,has_symptom
disease::BENH374,text::COVID-19 nặng vừa vừa cấp,has_name
disease::BENH374,symptom::sốt,has_symptom
disease::BENH374,symptom::ho,has_symptom
disease::BENH374,symptom::đau họng,has_symptom
disease::BENH374,symptom::mất mùi vị,has_symptom
disease::BENH375,text::Viêm niệu đạo cấp cấp,has_name
